ZIP_CODE,INSPECTION_TYPE,RESULT,INSPECTION_DATE
10039.0,Initial,Passed,11/04/2020 11:56:33 AM
11237.0,Compliance,Passed,01/03/2020 11:06:04 AM
10463.0,BAIT,Bait applied,02/20/2020 10:15:19 AM
11237.0,Initial,Passed,09/30/2020 10:27:00 AM
10469.0,Initial,Rat Activity,10/22/2020 11:40:32 AM
11213.0,Initial,Rat Activity,03/06/2020 01:05:00 PM
11385.0,Initial,Passed,07/27/2020 09:00:17 AM
10310.0,Initial,Passed,02/21/2020 12:40:24 PM
10025.0,BAIT,Bait applied,11/05/2020 09:05:00 AM
10458.0,Initial,Rat Activity,10/20/2020 01:30:10 PM
11217.0,Compliance,Passed,09/16/2020 10:30:40 AM
11105.0,Initial,Passed,07/15/2020 08:25:00 AM
11216.0,BAIT,Bait applied,09/23/2020 09:21:12 AM
10002.0,Initial,Passed,08/21/2020 10:16:15 AM
11213.0,Initial,Passed,09/22/2020 09:40:35 AM
10469.0,Initial,Failed for Other R,06/22/2020 02:15:00 PM
10028.0,Compliance,Rat Activity,02/12/2020 12:25:04 PM
10314.0,Initial,Rat Activity,03/03/2020 10:45:35 AM
10014.0,Compliance,Passed,02/06/2020 02:20:46 PM
10454.0,Initial,Passed,01/03/2020 02:58:49 PM
10002.0,Initial,Rat Activity,10/28/2020 08:00:28 AM
10003.0,Initial,Passed,02/04/2020 04:48:57 PM
11238.0,Initial,Failed for Other R,12/08/2020 10:50:00 AM
11226.0,Initial,Passed,01/06/2020 03:45:08 PM
10454.0,Initial,Passed,01/02/2020 03:51:46 PM
10038.0,Compliance,Passed,11/12/2020 08:00:44 AM
10030.0,Initial,Rat Activity,09/30/2020 09:30:11 AM
11234.0,Initial,Passed,09/09/2020 11:15:00 AM
10456.0,Compliance,Passed,02/25/2020 12:26:59 PM
10031.0,BAIT,Bait applied,06/23/2020 09:00:39 AM
11221.0,Compliance,Passed,01/30/2020 02:45:00 PM
11207.0,Initial,Passed,11/16/2020 10:04:11 AM
10470.0,Initial,Passed,08/26/2020 12:50:48 PM
10025.0,Initial,Rat Activity,09/14/2020 12:10:00 PM
10003.0,Initial,Passed,01/03/2020 02:48:14 PM
11436.0,Initial,Failed for Other R,08/05/2020 11:19:15 AM
10039.0,Initial,Passed,02/19/2020 01:55:40 PM
11356.0,Initial,Passed,01/07/2020 09:05:18 AM
10035.0,Initial,Failed for Other R,12/11/2020 09:35:00 AM
10003.0,Initial,Passed,01/03/2020 11:00:44 AM
10028.0,Initial,Rat Activity,12/08/2020 08:34:16 AM
11249.0,Initial,Rat Activity,08/21/2020 09:10:52 AM
11226.0,Initial,Rat Activity,11/05/2020 12:25:33 PM
11420.0,Compliance,Failed for Other R,03/04/2020 04:15:05 PM
10453.0,BAIT,Bait applied,08/10/2020 01:41:57 PM
10454.0,Initial,Passed,01/03/2020 02:46:17 PM
11373.0,BAIT,Bait applied,02/20/2020 11:15:18 AM
10452.0,BAIT,Bait applied,02/10/2020 01:25:47 PM
10014.0,Initial,Rat Activity,06/18/2020 09:25:02 AM
10025.0,Initial,Passed,02/13/2020 12:10:36 PM
10456.0,Initial,Passed,09/08/2020 08:53:32 AM
11358.0,Initial,Passed,06/10/2020 10:43:00 AM
10024.0,BAIT,Bait applied,10/08/2020 09:35:25 AM
11216.0,BAIT,Bait applied,03/11/2020 12:20:02 PM
11372.0,BAIT,Monitoring visit,12/28/2020 11:20:40 AM
10451.0,Initial,Rat Activity,11/27/2020 10:50:28 AM
10463.0,Compliance,Passed,01/07/2020 01:15:49 PM
10035.0,Initial,Rat Activity,08/21/2020 12:05:22 PM
10305.0,Initial,Passed,09/16/2020 12:40:33 PM
10028.0,Initial,Rat Activity,08/27/2020 08:50:10 AM
11234.0,Initial,Passed,07/14/2020 08:25:17 AM
11221.0,Compliance,Passed,12/28/2020 12:25:55 PM
10011.0,Compliance,Rat Activity,11/04/2020 11:30:00 AM
10128.0,BAIT,Bait applied,01/07/2020 10:45:08 AM
11216.0,Compliance,Rat Activity,08/31/2020 01:35:00 PM
11233.0,Initial,Passed,01/02/2020 12:29:41 PM
10009.0,BAIT,Bait applied,01/27/2020 12:15:20 PM
10314.0,Initial,Passed,03/09/2020 02:20:00 PM
10469.0,Initial,Failed for Other R,08/17/2020 10:40:29 AM
10023.0,Initial,Rat Activity,12/21/2020 09:30:57 AM
11433.0,Initial,Passed,09/16/2020 08:30:00 AM
10035.0,Initial,Passed,02/05/2020 09:52:58 AM
10462.0,Compliance,Rat Activity,10/28/2020 12:39:23 PM
10468.0,Initial,Rat Activity,06/02/2020 01:38:13 PM
11208.0,Initial,Rat Activity,10/19/2020 10:00:00 AM
10030.0,BAIT,Bait applied,01/07/2020 01:50:18 PM
10021.0,Initial,Passed,01/08/2020 10:36:06 AM
10029.0,BAIT,Bait applied,02/07/2020 11:00:51 AM
10034.0,BAIT,Monitoring visit,07/27/2020 01:00:28 PM
11385.0,Compliance,Rat Activity,01/30/2020 03:25:17 PM
10037.0,Compliance,Passed,11/17/2020 08:00:28 AM
10128.0,Initial,Passed,12/07/2020 11:20:49 AM
10031.0,Initial,Passed,12/08/2020 02:05:13 PM
11216.0,BAIT,Bait applied,02/26/2020 11:42:00 AM
10025.0,Initial,Rat Activity,12/10/2020 07:56:00 AM
10308.0,Initial,Passed,12/10/2020 11:15:00 AM
10467.0,Compliance,Failed for Other R,03/03/2020 03:50:05 PM
10452.0,BAIT,Bait applied,01/02/2020 11:05:45 AM
11377.0,Initial,Passed,09/02/2020 09:55:00 AM
10035.0,BAIT,Bait applied,06/23/2020 09:45:39 AM
10457.0,Compliance,Failed for Other R,01/29/2020 12:23:21 PM
11373.0,Initial,Passed,08/21/2020 09:00:16 AM
10002.0,Initial,Passed,08/14/2020 07:44:37 AM
11206.0,BAIT,Bait applied,01/07/2020 11:05:11 AM
10463.0,BAIT,Monitoring visit,02/11/2020 10:10:49 AM
10028.0,Initial,Rat Activity,07/06/2020 08:40:02 AM
10032.0,BAIT,Monitoring visit,10/05/2020 01:50:20 PM
10003.0,Initial,Passed,01/06/2020 12:14:52 PM
10472.0,Initial,Passed,12/03/2020 10:09:16 AM
10459.0,Initial,Passed,07/14/2020 09:09:17 AM
11221.0,Compliance,Rat Activity,01/30/2020 04:20:00 PM
10022.0,Initial,Passed,07/20/2020 10:30:32 AM
11238.0,BAIT,Bait applied,03/16/2020 09:39:00 AM
10033.0,Initial,Rat Activity,02/05/2020 03:45:21 PM
10028.0,Compliance,Rat Activity,01/07/2020 11:00:05 AM
10028.0,BAIT,Bait applied,12/01/2020 07:35:01 AM
11420.0,Initial,Failed for Other R,12/10/2020 11:20:43 AM
10472.0,Initial,Passed,06/30/2020 10:16:18 AM
10003.0,Initial,Rat Activity,11/25/2020 07:47:28 AM
11106.0,BAIT,Monitoring visit,01/28/2020 12:20:01 PM
10469.0,Initial,Passed,08/19/2020 08:30:27 AM
11216.0,Initial,Rat Activity,12/04/2020 11:50:00 AM
11216.0,Initial,Passed,02/28/2020 12:58:13 PM
10128.0,BAIT,Monitoring visit,02/13/2020 09:40:37 AM
10002.0,Initial,Passed,10/28/2020 11:35:28 AM
10011.0,BAIT,Bait applied,10/21/2020 10:40:07 AM
11211.0,Initial,Passed,12/30/2020 09:25:00 AM
10472.0,Initial,Failed for Other R,06/03/2020 11:08:53 AM
11216.0,Initial,Passed,08/14/2020 10:09:30 AM
10310.0,Initial,Passed,02/27/2020 12:05:11 PM
11221.0,Initial,Rat Activity,02/11/2020 01:39:40 PM
10472.0,Initial,Passed,11/12/2020 09:00:06 AM
10029.0,Initial,Passed,01/03/2020 09:46:04 AM
11224.0,Initial,Passed,02/10/2020 03:48:00 PM
10456.0,Initial,Failed for Other R,11/20/2020 08:00:29 AM
11206.0,Initial,Rat Activity,06/03/2020 08:00:20 AM
10021.0,Initial,Passed,01/03/2020 02:06:06 PM
11217.0,Initial,Passed,06/24/2020 11:39:30 AM
11238.0,Initial,Passed,07/31/2020 11:09:53 AM
10472.0,Initial,Passed,12/03/2020 10:50:16 AM
10456.0,Compliance,Passed,11/05/2020 08:30:05 AM
11229.0,Initial,Failed for Other R,01/27/2020 02:15:00 PM
11221.0,Initial,Rat Activity,02/25/2020 11:15:00 AM
10011.0,Initial,Rat Activity,11/27/2020 07:20:00 AM
10457.0,Initial,Passed,09/02/2020 10:48:13 AM
11426.0,Initial,Failed for Other R,01/29/2020 12:30:00 PM
11235.0,BAIT,Bait applied,01/31/2020 12:30:00 AM
11217.0,Initial,Passed,09/11/2020 08:00:48 AM
10016.0,Initial,Passed,07/21/2020 10:15:13 AM
10002.0,Compliance,Rat Activity,09/08/2020 10:13:22 AM
10013.0,Initial,Passed,08/19/2020 08:00:14 AM
10029.0,BAIT,Bait applied,01/27/2020 10:50:57 AM
11225.0,Initial,Passed,08/21/2020 08:25:00 AM
10306.0,Initial,Passed,12/01/2020 09:00:17 AM
10472.0,Initial,Passed,09/09/2020 10:38:46 AM
10463.0,Initial,Passed,07/15/2020 12:18:22 PM
10466.0,Initial,Rat Activity,08/17/2020 09:00:09 AM
11233.0,BAIT,Bait applied,09/21/2020 07:35:46 AM
10014.0,Initial,Rat Activity,06/10/2020 09:41:00 AM
11205.0,BAIT,Monitoring visit,09/22/2020 03:32:01 PM
11218.0,BAIT,Monitoring visit,02/13/2020 12:15:03 PM
11385.0,Compliance,Passed,01/28/2020 12:00:00 PM
10009.0,BAIT,Monitoring visit,02/18/2020 12:50:00 PM
11237.0,BAIT,Bait applied,01/29/2020 10:40:00 AM
10467.0,BAIT,Bait applied,06/16/2020 09:15:00 AM
10455.0,Initial,Rat Activity,06/27/2020 08:00:00 AM
10310.0,Initial,Passed,01/02/2020 10:45:59 AM
11102.0,BAIT,Bait applied,09/15/2020 10:06:20 AM
10031.0,BAIT,Bait applied,09/29/2020 11:17:45 AM
10001.0,Compliance,Rat Activity,01/30/2020 02:29:08 PM
10453.0,Initial,Passed,12/16/2020 07:53:13 AM
10040.0,Initial,Rat Activity,08/04/2020 09:44:13 AM
10468.0,Initial,Passed,12/11/2020 09:29:00 AM
10034.0,BAIT,Bait applied,02/23/2020 01:45:00 PM
10463.0,Initial,Passed,10/02/2020 11:50:00 AM
10032.0,BAIT,Bait applied,12/30/2020 11:46:01 AM
11226.0,Initial,Rat Activity,01/07/2020 10:20:22 AM
10457.0,Compliance,Rat Activity,10/08/2020 12:00:00 PM
10458.0,BAIT,Monitoring visit,02/04/2020 10:50:17 AM
11233.0,Initial,Passed,07/01/2020 08:00:45 AM
10029.0,Compliance,Rat Activity,02/14/2020 02:45:35 PM
11206.0,Compliance,Rat Activity,02/13/2020 11:15:08 AM
10030.0,BAIT,Bait applied,02/23/2020 11:25:31 AM
10466.0,Initial,Failed for Other R,08/31/2020 09:45:47 AM
11237.0,Initial,Rat Activity,11/12/2020 11:14:23 AM
10463.0,Initial,Rat Activity,12/02/2020 11:00:00 AM
11385.0,Initial,Passed,09/23/2020 10:05:39 AM
10468.0,Initial,Rat Activity,08/31/2020 10:10:00 AM
11216.0,Initial,Passed,06/09/2020 09:00:45 AM
10026.0,Initial,Rat Activity,09/10/2020 08:06:00 AM
11238.0,Initial,Passed,06/02/2020 02:07:00 PM
10011.0,BAIT,Bait applied,12/15/2020 10:20:25 AM
10035.0,BAIT,Bait applied,02/11/2020 12:45:06 PM
11237.0,BAIT,Monitoring visit,10/16/2020 10:40:12 AM
11385.0,Initial,Passed,02/27/2020 03:10:00 PM
11206.0,Compliance,Passed,02/14/2020 11:44:29 AM
11221.0,Initial,Rat Activity,07/01/2020 11:25:13 AM
10002.0,Compliance,Failed for Other R,01/06/2020 10:40:04 AM
10029.0,Compliance,Rat Activity,01/07/2020 01:35:35 PM
11372.0,Initial,Passed,07/02/2020 09:45:00 AM
10031.0,Compliance,Passed,11/12/2020 12:00:53 PM
11219.0,Initial,Passed,02/21/2020 02:25:56 PM
10002.0,Compliance,Rat Activity,09/09/2020 08:58:08 AM
11203.0,Initial,Passed,07/20/2020 11:00:19 AM
10472.0,Initial,Passed,09/15/2020 10:15:59 AM
11238.0,BAIT,Bait applied,12/02/2020 09:00:00 AM
11205.0,BAIT,Bait applied,01/07/2020 01:30:18 PM
11208.0,Initial,Passed,02/11/2020 03:45:00 PM
10034.0,BAIT,Bait applied,02/10/2020 10:10:13 AM
10305.0,Initial,Passed,02/20/2020 11:50:00 AM
11102.0,Initial,Passed,03/11/2020 03:40:51 PM
11225.0,Initial,Passed,09/16/2020 10:55:14 AM
11238.0,Initial,Passed,08/10/2020 10:00:23 AM
11213.0,Initial,Passed,01/27/2020 03:40:22 PM
11205.0,Compliance,Passed,02/18/2020 01:15:25 PM
10472.0,Compliance,Passed,01/24/2020 01:00:43 PM
10009.0,Initial,Passed,01/02/2020 12:56:51 PM
10309.0,Initial,Failed for Other R,07/31/2020 12:45:00 PM
11211.0,Compliance,Passed,01/02/2020 11:00:52 AM
11385.0,BAIT,Bait applied,07/23/2020 12:10:38 PM
10452.0,Compliance,Passed,09/18/2020 11:40:59 AM
11216.0,Initial,Passed,08/10/2020 01:00:23 PM
11216.0,BAIT,Bait applied,02/03/2020 09:29:00 AM
11233.0,Compliance,Passed,01/31/2020 02:43:32 PM
10454.0,Initial,Passed,01/07/2020 03:07:38 PM
10461.0,Compliance,Failed for Other R,02/21/2020 02:55:01 PM
11207.0,Compliance,Rat Activity,02/03/2020 03:25:00 PM
10031.0,Initial,Failed for Other R,03/10/2020 12:50:06 PM
10462.0,BAIT,Bait applied,03/02/2020 10:10:40 AM
11220.0,Initial,Passed,06/11/2020 08:35:00 AM
11203.0,Initial,Passed,01/30/2020 02:06:23 PM
11249.0,Compliance,Passed,01/08/2020 10:50:44 AM
11433.0,Initial,Failed for Other R,03/12/2020 02:15:51 PM
10468.0,Compliance,Rat Activity,11/12/2020 09:42:33 AM
10467.0,Initial,Passed,02/03/2020 03:45:22 PM
10457.0,Initial,Passed,09/23/2020 09:23:14 AM
11221.0,Compliance,Passed,01/02/2020 02:30:59 PM
11231.0,Initial,Passed,09/11/2020 11:03:08 AM
10002.0,BAIT,Bait applied,01/03/2020 09:58:15 AM
11216.0,Initial,Passed,08/05/2020 08:34:55 AM
10458.0,Initial,Rat Activity,08/17/2020 09:05:00 AM
11205.0,Initial,Rat Activity,05/26/2020 10:20:50 AM
10467.0,Compliance,Passed,10/22/2020 10:00:03 AM
11225.0,Initial,Rat Activity,07/29/2020 09:23:50 AM
11417.0,Initial,Failed for Other R,02/04/2020 01:05:53 PM
11216.0,BAIT,Bait applied,03/03/2020 09:17:00 AM
10458.0,Compliance,Rat Activity,11/12/2020 10:25:43 AM
11215.0,Initial,Passed,11/25/2020 08:35:37 AM
10011.0,Compliance,Passed,02/07/2020 04:16:02 PM
11216.0,Compliance,Rat Activity,01/06/2020 01:08:42 PM
10034.0,BAIT,Bait applied,01/31/2020 11:25:36 AM
10472.0,Initial,Passed,12/10/2020 11:37:05 AM
11225.0,Initial,Rat Activity,11/10/2020 09:41:28 AM
10458.0,BAIT,Bait applied,02/20/2020 11:30:44 AM
10030.0,BAIT,Bait applied,02/18/2020 01:00:00 PM
10452.0,Initial,Passed,08/26/2020 10:50:08 AM
10455.0,Initial,Rat Activity,12/24/2020 10:00:54 AM
11370.0,Initial,Failed for Other R,09/18/2020 11:25:00 AM
11373.0,BAIT,Bait applied,02/20/2020 11:35:07 AM
10312.0,Initial,Rat Activity,01/06/2020 10:55:06 AM
10454.0,Initial,Passed,01/03/2020 03:43:54 PM
10003.0,Initial,Passed,01/06/2020 03:34:48 PM
10472.0,BAIT,Bait applied,03/10/2020 10:15:00 AM
11216.0,Initial,Rat Activity,12/23/2020 09:45:00 AM
11235.0,Initial,Passed,08/26/2020 10:40:36 AM
10031.0,Initial,Rat Activity,08/21/2020 08:46:00 AM
11233.0,Compliance,Passed,01/06/2020 04:06:48 PM
10009.0,Initial,Passed,08/12/2020 08:03:58 AM
10029.0,Initial,Rat Activity,08/31/2020 12:00:05 PM
10460.0,Initial,Passed,05/20/2020 01:45:06 PM
11213.0,Initial,Rat Activity,05/20/2020 12:00:49 PM
11238.0,Initial,Rat Activity,09/04/2020 09:27:50 AM
10459.0,Initial,Passed,05/22/2020 10:17:55 AM
10451.0,Compliance,Rat Activity,02/07/2020 02:25:00 PM
10026.0,Initial,Rat Activity,10/01/2020 12:30:44 PM
10028.0,Initial,Passed,07/17/2020 10:55:08 AM
10021.0,Initial,Passed,01/03/2020 11:16:06 AM
10016.0,Initial,Passed,07/07/2020 08:45:40 AM
11221.0,BAIT,Bait applied,02/07/2020 11:25:00 AM
11230.0,Initial,Passed,01/02/2020 09:55:50 AM
10025.0,Initial,Rat Activity,08/17/2020 09:30:55 AM
10453.0,BAIT,Bait applied,02/27/2020 11:30:00 AM
10301.0,Initial,Rat Activity,12/08/2020 10:05:00 AM
10452.0,BAIT,Bait applied,01/31/2020 11:10:25 AM
10028.0,Compliance,Passed,02/12/2020 11:25:04 AM
10026.0,Initial,Passed,07/02/2020 01:41:25 PM
10467.0,Initial,Passed,05/19/2020 09:42:00 AM
11236.0,Initial,Passed,08/17/2020 09:40:00 AM
11221.0,Initial,Rat Activity,09/01/2020 08:25:03 AM
11218.0,Initial,Passed,01/07/2020 10:00:47 AM
11210.0,Initial,Passed,01/06/2020 02:50:17 PM
10030.0,BAIT,Bait applied,06/30/2020 12:15:42 PM
11221.0,BAIT,Bait applied,02/07/2020 09:00:00 AM
11216.0,Initial,Passed,08/05/2020 10:30:47 AM
10454.0,Initial,Passed,06/19/2020 10:14:42 AM
10452.0,Initial,Passed,08/07/2020 08:55:55 AM
10458.0,Initial,Passed,11/04/2020 11:32:37 AM
11229.0,Initial,Passed,11/06/2020 08:30:05 AM
10002.0,Initial,Rat Activity,01/08/2020 11:35:43 AM
10032.0,Compliance,Passed,01/31/2020 04:10:00 PM
10025.0,Initial,Passed,09/01/2020 01:10:43 PM
11225.0,Initial,Passed,09/16/2020 10:30:00 AM
10459.0,BAIT,Bait applied,01/06/2020 01:00:43 PM
11206.0,BAIT,Bait applied,02/24/2020 09:30:12 AM
10035.0,Compliance,Passed,02/10/2020 12:55:18 PM
11221.0,Initial,Passed,08/14/2020 11:52:02 AM
10028.0,BAIT,Bait applied,12/01/2020 08:20:38 AM
11224.0,Initial,Passed,09/23/2020 09:30:03 AM
10459.0,Initial,Passed,01/24/2020 12:10:00 PM
10454.0,Initial,Passed,01/08/2020 10:02:40 AM
11216.0,Initial,Passed,05/13/2020 04:18:00 PM
10454.0,Initial,Passed,01/02/2020 10:20:28 AM
11221.0,Initial,Passed,08/14/2020 11:30:23 AM
10032.0,Compliance,Passed,12/08/2020 07:55:41 AM
10026.0,Initial,Rat Activity,02/18/2020 02:35:52 PM
10030.0,Initial,Failed for Other R,01/07/2020 01:40:01 PM
10014.0,Initial,Passed,08/06/2020 11:07:13 AM
10469.0,BAIT,Bait applied,07/21/2020 10:30:53 AM
11237.0,Initial,Rat Activity,07/06/2020 11:57:06 AM
10458.0,Initial,Passed,12/29/2020 09:41:00 AM
10075.0,Compliance,Passed,01/02/2020 02:10:02 PM
11221.0,Initial,Passed,05/21/2020 11:15:31 AM
11220.0,Initial,Failed for Other R,05/28/2020 08:30:00 AM
10458.0,Initial,Passed,08/10/2020 08:30:30 AM
11216.0,BAIT,Bait applied,02/21/2020 09:53:18 AM
11237.0,Initial,Rat Activity,06/24/2020 11:40:30 AM
11216.0,BAIT,Bait applied,09/02/2020 05:35:00 PM
10027.0,Initial,Failed for Other R,07/28/2020 09:32:28 AM
10128.0,Initial,Rat Activity,12/04/2020 12:10:51 PM
11216.0,Initial,Passed,08/04/2020 10:36:35 AM
11226.0,Initial,Rat Activity,11/05/2020 11:11:27 AM
11237.0,Compliance,Passed,01/08/2020 08:48:26 AM
11101.0,Initial,Passed,11/16/2020 11:37:27 AM
10025.0,Initial,Rat Activity,12/11/2020 03:25:54 PM
10009.0,BAIT,Bait applied,01/17/2020 11:15:29 AM
11206.0,BAIT,Bait applied,02/07/2020 01:20:00 PM
10009.0,Initial,Rat Activity,12/16/2020 10:16:51 AM
11206.0,BAIT,Bait applied,03/10/2020 10:52:00 AM
10025.0,Initial,Passed,12/29/2020 09:23:18 AM
10128.0,BAIT,Bait applied,11/19/2020 09:40:19 AM
10034.0,Initial,Rat Activity,06/23/2020 09:33:00 AM
10312.0,Initial,Failed for Other R,02/07/2020 12:30:30 PM
11205.0,BAIT,Bait applied,02/25/2020 10:22:30 AM
10018.0,Initial,Rat Activity,09/09/2020 11:49:00 AM
10025.0,Initial,Passed,11/24/2020 10:50:40 AM
11225.0,Initial,Rat Activity,11/09/2020 12:04:00 PM
10456.0,Compliance,Rat Activity,01/07/2020 01:12:33 PM
11219.0,Initial,Passed,07/20/2020 11:35:38 AM
11206.0,BAIT,Bait applied,02/12/2020 01:17:05 PM
11203.0,Initial,Passed,01/07/2020 01:54:19 PM
10030.0,Initial,Passed,12/01/2020 11:55:17 AM
10035.0,Initial,Rat Activity,12/10/2020 01:40:25 PM
10027.0,BAIT,Bait applied,02/24/2020 11:25:00 AM
11377.0,Initial,Failed for Other R,11/30/2020 08:00:12 AM
10467.0,Compliance,Rat Activity,02/07/2020 03:25:00 PM
10304.0,Initial,Passed,02/25/2020 09:55:51 AM
10458.0,Initial,Rat Activity,12/24/2020 10:49:11 AM
11209.0,Initial,Passed,12/08/2020 12:13:00 PM
11217.0,Initial,Passed,07/14/2020 11:00:42 AM
10453.0,Initial,Rat Activity,11/20/2020 11:39:59 AM
11226.0,Initial,Passed,02/14/2020 03:54:49 PM
11206.0,Initial,Rat Activity,09/30/2020 12:05:21 PM
10312.0,Initial,Passed,07/21/2020 09:30:44 AM
11207.0,BAIT,Bait applied,11/06/2020 08:28:00 AM
11379.0,Initial,Failed for Other R,09/22/2020 09:20:10 AM
10025.0,Initial,Rat Activity,09/02/2020 09:35:42 AM
11221.0,Initial,Rat Activity,12/16/2020 10:26:27 AM
10128.0,Initial,Passed,01/03/2020 04:25:11 PM
11216.0,Initial,Rat Activity,09/18/2020 01:11:07 PM
10461.0,Initial,Passed,11/05/2020 10:54:15 AM
11368.0,Initial,Failed for Other R,12/11/2020 11:20:30 AM
10025.0,Compliance,Rat Activity,11/24/2020 09:55:40 AM
11217.0,Initial,Rat Activity,07/21/2020 09:25:11 AM
10012.0,BAIT,Bait applied,02/20/2020 10:27:45 AM
10302.0,Initial,Passed,01/06/2020 10:10:48 AM
10460.0,Compliance,Passed,10/13/2020 11:10:14 AM
11236.0,Compliance,Passed,02/04/2020 02:30:08 PM
10009.0,BAIT,Bait applied,01/27/2020 07:58:00 AM
11217.0,Initial,Passed,01/23/2020 04:20:47 PM
11206.0,BAIT,Bait applied,02/07/2020 10:05:00 AM
10035.0,Compliance,Passed,10/28/2020 01:40:01 PM
10026.0,Initial,Failed for Other R,10/16/2020 03:06:46 PM
11216.0,BAIT,Bait applied,03/06/2020 11:20:00 AM
10459.0,Initial,Rat Activity,09/08/2020 10:25:31 AM
10003.0,Initial,Passed,01/06/2020 01:17:01 PM
11693.0,Initial,Failed for Other R,09/11/2020 09:08:51 AM
10038.0,Compliance,Passed,02/07/2020 12:31:02 PM
10023.0,Initial,Passed,09/04/2020 08:15:46 AM
11225.0,Initial,Passed,09/23/2020 10:10:05 AM
10037.0,Initial,Passed,12/04/2020 01:35:08 PM
10028.0,Initial,Passed,12/04/2020 12:05:00 PM
11216.0,BAIT,Bait applied,02/14/2020 09:19:00 AM
11432.0,Compliance,Rat Activity,03/13/2020 03:25:51 PM
11220.0,Initial,Passed,07/24/2020 09:35:55 AM
11434.0,Initial,Passed,11/02/2020 09:02:47 AM
10025.0,Initial,Failed for Other R,02/04/2020 12:30:00 PM
10310.0,Compliance,Rat Activity,03/04/2020 09:55:00 AM
11215.0,Initial,Rat Activity,01/30/2020 11:36:48 AM
10467.0,BAIT,Monitoring visit,03/12/2020 12:00:00 PM
10025.0,Initial,Rat Activity,05/26/2020 10:30:17 AM
11102.0,Initial,Failed for Other R,07/15/2020 09:40:00 AM
10457.0,Initial,Passed,06/09/2020 10:28:47 AM
11216.0,Compliance,Passed,08/18/2020 10:55:00 AM
11379.0,Initial,Passed,08/10/2020 09:30:10 AM
11221.0,Initial,Rat Activity,06/16/2020 11:00:29 AM
10003.0,Initial,Passed,09/23/2020 02:10:18 PM
11221.0,Initial,Rat Activity,08/03/2020 10:47:32 AM
10026.0,Initial,Rat Activity,02/04/2020 02:50:42 PM
10472.0,Initial,Passed,06/03/2020 10:28:53 AM
11412.0,Initial,Failed for Other R,11/13/2020 09:15:00 AM
10025.0,BAIT,Bait applied,02/04/2020 11:45:53 AM
10002.0,Initial,Rat Activity,01/22/2020 03:30:00 PM
10454.0,Initial,Rat Activity,01/08/2020 11:35:39 AM
11208.0,Initial,Rat Activity,10/16/2020 12:00:00 PM
11226.0,Initial,Rat Activity,08/18/2020 11:35:00 AM
11217.0,BAIT,Bait applied,11/09/2020 08:29:00 AM
11233.0,Initial,Passed,01/27/2020 02:57:37 PM
11691.0,Initial,Rat Activity,03/09/2020 03:00:02 PM
10029.0,Initial,Rat Activity,03/12/2020 12:20:19 PM
11221.0,BAIT,Bait applied,02/18/2020 10:20:00 AM
10029.0,Initial,Passed,05/12/2020 01:20:54 PM
11237.0,Initial,Passed,01/02/2020 01:10:25 PM
11414.0,Initial,Passed,08/24/2020 08:00:47 AM
10032.0,Initial,Passed,11/25/2020 10:10:54 AM
10305.0,Initial,Passed,07/22/2020 11:50:26 AM
11213.0,BAIT,Bait applied,08/07/2020 09:31:04 AM
11361.0,Initial,Passed,07/22/2020 11:40:48 AM
10040.0,Initial,Rat Activity,09/08/2020 07:20:36 AM
10454.0,Initial,Failed for Other R,01/06/2020 01:26:41 PM
11101.0,Initial,Rat Activity,06/24/2020 10:40:29 AM
10312.0,Initial,Passed,12/11/2020 10:30:52 AM
10031.0,Initial,Rat Activity,08/21/2020 09:09:00 AM
11237.0,Initial,Rat Activity,06/09/2020 12:14:56 PM
10457.0,Initial,Rat Activity,09/28/2020 10:00:35 AM
11216.0,Compliance,Passed,02/06/2020 01:15:35 PM
10472.0,Compliance,Rat Activity,01/02/2020 01:40:48 PM
10459.0,BAIT,Monitoring visit,02/13/2020 10:45:43 AM
11223.0,Initial,Passed,07/21/2020 09:19:02 AM
10469.0,Initial,Failed for Other R,09/11/2020 08:00:07 AM
11230.0,BAIT,Bait applied,02/05/2020 12:10:02 PM
11233.0,Initial,Passed,02/21/2020 01:00:00 PM
11207.0,Initial,Passed,06/17/2020 12:35:44 PM
10306.0,Initial,Failed for Other R,11/19/2020 12:05:00 PM
10466.0,Initial,Passed,08/17/2020 10:10:45 AM
10459.0,Initial,Passed,06/01/2020 02:52:30 PM
11423.0,Initial,Passed,07/14/2020 09:50:00 AM
10456.0,Initial,Rat Activity,08/10/2020 08:54:33 AM
10009.0,Initial,Passed,01/02/2020 03:44:53 PM
11205.0,Compliance,Rat Activity,12/10/2020 08:20:38 AM
10462.0,Initial,Passed,09/14/2020 08:49:06 AM
10029.0,BAIT,Bait applied,10/08/2020 11:52:00 AM
10075.0,Compliance,Rat Activity,02/12/2020 02:40:04 PM
10026.0,Initial,Rat Activity,12/16/2020 10:45:47 AM
11432.0,Compliance,Failed for Other R,12/04/2020 08:30:00 AM
10463.0,BAIT,Bait applied,02/28/2020 09:00:43 AM
10030.0,Compliance,Rat Activity,01/08/2020 08:55:17 AM
11105.0,BAIT,Bait applied,02/13/2020 12:55:41 PM
10024.0,Initial,Passed,08/20/2020 11:20:00 AM
11377.0,Compliance,Rat Activity,12/04/2020 11:45:00 AM
10028.0,Initial,Rat Activity,09/09/2020 10:30:49 AM
10029.0,Compliance,Rat Activity,12/09/2020 02:30:57 PM
